Price,Close,High,Low,Open,Volume,SMA_20,SMA_50,Signal,Position
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,,,,
Date,,,,,,,,,
2020-02-03,5.981530666351318,6.000943726722339,5.860073001776893,5.866295112166753,255564000,6.104506540298462,,0.0,0.0
2020-02-04,6.1507744789123535,6.169939263210009,6.07337051135927,6.123397097246553,271544000,6.117038059234619,,0.0,0.0
2020-02-05,6.241121292114258,6.281938851591867,6.157743488432498,6.271734343043309,208220000,6.130515384674072,,0.0,0.0
2020-02-06,6.327983856201172,6.327983856201172,6.194331171243668,6.275468797628245,218284000,6.147775864601135,,0.0,0.0
2020-02-07,6.261779308319092,6.310063687484115,6.2363924116993505,6.287912459501199,189752000,6.158440732955933,,0.0,0.0
2020-02-10,6.545013904571533,6.545760159094966,6.279449833018814,6.284427711474743,529608000,6.181649589538575,,0.0,0.0
2020-02-11,6.66746711730957,6.782204708941897,6.591307374736193,6.653280684758316,638556000,6.201448631286621,,0.0,0.0
2020-02-12,6.783198833465576,6.789670169627749,6.681403462382872,6.720230055206227,374644000,6.232883143424988,,0.0,0.0
2020-02-13,6.739395618438721,6.806595557928401,6.697831327462878,6.725209186080892,528016000,6.264255499839782,,0.0,0.0
2020-02-14,7.212531566619873,7.341455573951124,7.118203005797297,7.149562784000862,1041924000,6.315103316307068,,0.0,0.0
2020-02-18,7.381278038024902,7.399696093409035,7.089830042236733,7.109243103654299,620164000,6.37395293712616,,0.0,0.0
2020-02-19,7.832513332366943,7.850184660782708,7.503732155214372,7.503732155214372,694332000,6.457031846046448,,0.0,0.0
2020-02-20,7.68317985534668,7.872832469799487,7.375802739932594,7.784477262238204,810052000,6.529943680763244,,0.0,0.0
2020-02-21,7.319056987762451,7.596069838691221,7.234186189513256,7.570932166108469,768180000,6.581227111816406,,0.0,0.0
2020-02-24,6.801616668701172,7.015411926138312,6.6702037264038765,6.724710209301433,856916000,6.609600305557251,,0.0,0.0
2020-02-25,6.522116184234619,6.938755036778845,6.420320797299767,6.876781729497486,1055496000,6.636791396141052,,0.0,0.0
2020-02-26,6.661493301391602,6.855626291029535,6.520871793715685,6.522364777496906,747732000,6.661281967163086,,0.0,0.0
2020-02-27,6.290677547454834,6.649291124091377,6.198284706095649,6.347955969591056,906416000,6.6702557563781735,,0.0,0.0
2020-02-28,6.725743770599365,6.78526370684369,6.021467195918768,6.038152538087511,1133252000,6.700646901130677,,0.0,0.0
2020-03-02,6.884133338928223,6.913021927383746,6.499869227408681,6.895838304509482,890744000,6.750630283355713,,0.0,0.0
2020-03-03,6.62164831161499,6.999686581117535,6.536228474879406,6.939917727935371,652792000,6.7826361656188965,,0.0,0.0
2020-03-04,7.085354804992676,7.094818241686137,6.654271347325983,6.728982764642871,597408000,6.829365181922912,,0.0,0.0
2020-03-05,6.805935382843018,7.052730968165958,6.761357526790429,6.885876083361158,540328000,6.857605886459351,,0.0,0.0
2020-03-06,6.6253838539123535,6.683907731679786,6.425157787848866,6.626379930235955,515412000,6.87247588634491,,0.0,0.0
2020-03-09,6.112366676330566,6.460022441611554,5.931565785360691,5.974399911526816,614160000,6.865005254745483,,0.0,0.0
2020-03-10,6.501861572265625,6.501861572265625,6.126064810908419,6.388798593417655,580648000,6.862847638130188,,0.0,0.0
2020-03-11,6.138017654418945,6.390292375183355,6.040893330926484,6.361902064085401,499964000,6.836375164985657,,0.0,0.0
2020-03-12,5.386923313140869,5.880265710733373,5.374222268894185,5.6147920834446285,816540000,6.766561388969421,,0.0,0.0
2020-03-13,5.997809410095215,6.002291990483821,5.469103849526931,5.740304950543586,634836000,6.7294820785522464,6.404861793518067,1.0,0.0
2020-03-16,4.891088008880615,5.630728426822699,4.831319167784375,5.289796324797989,726972000,6.613409900665284,6.383261995315552,1.0,1.0
2020-03-17,5.410829544067383,5.500234162523847,4.756609277259598,5.003404879250918,833632000,6.514887475967408,6.373968486785889,1.0,1.0
2020-03-18,5.05096960067749,5.2282839626354765,4.499601844322408,4.983231679255495,874268000,6.375810289382935,6.356984996795655,1.0,1.0
2020-03-19,5.303743362426758,5.397381175638423,4.816128672882115,5.029553080920315,765512000,6.256838464736939,6.3436283683776855,0.0,1.0
2020-03-20,5.123939037322998,5.735822960901085,5.10849866717156,5.45391294297646,804636000,6.147082567214966,6.326451663970947,0.0,0.0
2020-03-23,5.296769618988037,5.391155078470453,4.943884109658483,5.122941742356388,643876000,6.071840214729309,6.311417417526245,0.0,0.0
2020-03-24,6.205506801605225,6.292172088354584,5.679291623084315,5.702949978590255,1101644000,6.056009745597839,6.313910818099975,0.0,0.0
2020-03-25,6.116849422454834,6.520289265304306,6.068037887825773,6.3205614963132195,793432000,6.028777551651001,6.3108180809020995,0.0,0.0
2020-03-26,6.406230926513672,6.5302512073855095,6.225927824904156,6.324048223224364,696108000,6.034555220603943,6.315852527618408,0.0,0.0
2020-03-27,6.293914318084717,6.552663734688867,6.193054129417796,6.225927016464721,638828000,6.01296374797821,6.3194918441772465,0.0,0.0
2020-03-30,6.614175796508789,6.62339033184806,6.3153311111868184,6.3594106856467905,602252000,5.999465870857239,6.327863855361938,0.0,0.0
2020-03-31,6.5646185874938965,6.858482462958431,6.418931626352314,6.654271627041957,949960000,5.996614384651184,6.335070514678955,0.0,0.0
2020-04-01,6.053344249725342,6.513066877523839,6.008766873546934,6.366633234406256,656912000,5.945013856887817,6.332718696594238,0.0,0.0
2020-04-02,6.362151145935059,6.37534998710841,6.034418319343871,6.082482203239504,675764000,5.92282464504242,6.335462856292724,0.0,0.0
2020-04-03,6.074263572692871,6.366134774325188,5.936795093852247,6.32454562778288,663212000,5.8952686309814455,6.331080360412598,0.0,0.0
2020-04-06,6.684154987335205,6.721012652243208,6.298894420190499,6.356422207479282,727884000,5.923858046531677,6.340080404281617,0.0,0.0
2020-04-07,6.450809001922607,6.929458605024685,6.407725493136537,6.905799772742966,784520000,5.921305418014526,6.3495306968688965,0.0,0.0
2020-04-08,6.648045539855957,6.672949345722739,6.489906918852568,6.559886380587937,542444000,5.946806812286377,6.359057970046997,0.0,0.0
2020-04-09,6.548431396484375,6.796721352167685,6.485424937569646,6.773810171653583,525564000,6.004882216453552,6.367802562713623,0.0,0.0
2020-04-13,6.720266342163086,6.728982602723563,6.40025370444109,6.488661761554823,398408000,6.041005063056946,6.3798494720458985,0.0,0.0
2020-04-14,7.071408271789551,7.1055261364577325,6.820876830501493,6.848519962641627,530948000,6.150021076202393,6.40358832359314,0.0,0.0
2020-04-15,6.993958473205566,7.076887880789214,6.857984321807403,6.903308880606586,366148000,6.229177522659302,6.423836879730224,0.0,0.0
2020-04-16,7.339123249053955,7.4462092792659,7.136158352257488,7.149357193306703,745620000,6.343585205078125,6.447603855133057,0.0,0.0
2020-04-17,7.279851913452148,7.442721994412816,7.145869939588298,7.421304695616618,539120000,6.442390632629395,6.468378467559814,0.0,0.0
2020-04-20,7.1486101150512695,7.309239162563449,7.1042816355442255,7.153342070869762,449388000,6.5436241865158085,6.484790992736817,1.0,0.0
2020-04-21,6.711798667907715,7.091829035567349,6.652029823288924,7.030566314208489,735160000,6.614375638961792,6.493791379928589,1.0,1.0
2020-04-22,7.126195430755615,7.169030025571152,6.858480875660252,6.9040543233413025,483356000,6.660410070419312,6.50541501045227,1.0,1.0
2020-04-23,7.072902679443359,7.300273585870351,7.047749973310746,7.168284222501299,424160000,6.708212733268738,6.513523721694947,1.0,1.0
2020-04-24,7.211864471435547,7.213856623609894,6.987980102075522,7.062691508619764,352328000,6.748494410514832,6.522097034454346,1.0,1.0
2020-04-27,7.398394584655762,7.558276460300396,7.321691013396195,7.346345919337004,479388000,6.803718423843383,6.535277013778686,1.0,1.0
2020-04-28,7.25594425201416,7.575707960165228,7.250465595877795,7.545823301692941,442904000,6.835806846618652,6.536145267486572,1.0,1.0
2020-04-29,7.432761192321777,7.485557029064431,7.315464555147975,7.39067376810219,379160000,6.879213976860046,6.53717493057251,1.0,1.0
2020-04-30,7.278857231140137,7.432762181610397,7.264911212974627,7.378720886218428,375916000,6.940489625930786,6.526101808547974,1.0,1.0
2020-05-01,7.042269706726074,7.194680260531609,6.993956457970625,7.081368421182651,342096000,6.974495553970337,6.513283605575562,1.0,1.0
2020-05-04,7.254201889038086,7.267899006058061,6.994954166898053,6.994954166898053,317556000,7.033492469787598,6.511986503601074,1.0,1.0
2020-05-05,7.315216064453125,7.477837263737754,7.254201764682971,7.358299567249931,368896000,7.0650455236434935,6.522258491516113,1.0,1.0
2020-05-06,7.416075706481934,7.520920683811323,7.356805134500558,7.3946588804721864,323464000,7.11330885887146,6.54013768196106,1.0,1.0
2020-05-07,7.592395782470703,7.6556511489701755,7.503987704587601,7.555289203795694,373732000,7.160526371002197,6.558755731582641,1.0,1.0
2020-05-08,7.782410144805908,7.788635977921629,7.630248446454644,7.664117415604735,339216000,7.222225308418274,6.588590383529663,1.0,1.0
2020-05-11,8.03443431854248,8.0812532199306,7.748788480019479,7.777427686453684,469060000,7.287933707237244,6.614764194488526,1.0,1.0
2020-05-12,7.772448539733887,8.141023375309084,7.762736201938465,8.09221231100344,493060000,7.322985720634461,6.6325304985046385,1.0,1.0
2020-05-13,7.750034809112549,8.047384694158001,7.565498035666604,7.887005024962632,625852000,7.36078953742981,6.65509822845459,1.0,1.0
2020-05-14,7.999573230743408,8.005051889462298,7.657893786985236,7.811549881517819,602312000,7.393812036514282,6.673382596969605,1.0,1.0
2020-05-15,8.458047866821289,8.467759729126763,7.843673063373936,7.859362333253121,987660000,7.452721834182739,6.70642484664917,1.0,1.0
2020-05-18,8.716547012329102,8.882156904458133,8.64706583172189,8.726757624174741,774460000,7.531118679046631,6.748248109817505,1.0,1.0
2020-05-19,8.77158260345459,9.052495972578516,8.728996912656147,8.756391138900685,717320000,7.634107875823974,6.801432428359985,1.0,1.0
2020-05-20,8.935450553894043,9.008169334494243,8.854513314184649,8.956369577080315,587536000,7.724570631980896,6.850104207992554,1.0,1.0
2020-05-21,8.741450309753418,9.01763174915092,8.70384547034908,9.016636148107677,761068000,7.807998013496399,6.902172861099243,1.0,1.0
2020-05-22,8.991483688354492,9.057977113329207,8.679689536790752,8.79125766258948,1038764000,7.896978974342346,6.9742640686035156,1.0,1.0
2020-05-26,8.684170722961426,9.14638419522325,8.63859727639723,9.121479919777565,770780000,7.96126778125763,7.02799129486084,1.0,1.0
2020-05-27,8.492413520812988,8.59949858645233,7.965948602292473,8.591778878115948,1175892000,8.023091244697572,7.100017805099487,1.0,1.0
2020-05-28,8.454310417175293,8.72675644648104,8.346974557136903,8.379847440837468,734896000,8.074168705940247,7.160887422561646,1.0,1.0
2020-05-29,8.841314315795898,8.841314315795898,8.452318320725862,8.52155059993802,745256000,8.152291560173035,7.236694316864014,1.0,1.0
2020-06-01,8.772331237792969,8.806698478293196,8.656031150738611,8.799227669489188,389876000,8.238794636726379,7.306066074371338,1.0,1.0
2020-06-02,8.791257858276367,8.80321172202104,8.624652366711704,8.762370225061078,391320000,8.315647435188293,7.379412450790405,1.0,1.0
2020-06-03,8.735723495483398,8.832101115137124,8.666491209530859,8.788270910721511,365440000,8.386672806739806,7.448191528320312,1.0,1.0
2020-06-04,8.736723899841309,8.912872777241333,8.648025500540152,8.698353887002307,424280000,8.452705216407775,7.498815870285034,1.0,1.0
2020-06-05,8.889698028564453,8.966436118041159,8.678418318204127,8.764624637150327,481748000,8.517570328712463,7.554272842407227,1.0,1.0
2020-06-08,8.775090217590332,8.859551551083284,8.656245006553949,8.847094202962607,387736000,8.567204332351684,7.60165002822876,1.0,1.0
2020-06-09,9.015270233154297,9.078803940290415,8.721522237530877,8.770106557565944,468488000,8.616246128082276,7.656077146530151,1.0,1.0
2020-06-10,9.334930419921875,9.46772799834327,9.12240468175973,9.136607026501476,632180000,8.694370222091674,7.710492238998413,1.0,1.0
2020-06-11,8.766369819641113,9.229789434182623,8.756154547254663,9.118917422183276,583652000,8.745186972618104,7.754527263641357,1.0,1.0
2020-06-12,8.902156829833984,9.156041713433337,8.67368562111554,9.13137603070364,570908000,8.790316152572633,7.811503515243531,1.0,1.0
2020-06-15,9.142587661743164,9.151058886983924,8.714048022300092,8.785305919887975,400004000,8.824543142318726,7.867112245559692,1.0,1.0
2020-06-16,9.037693977355957,9.235271292358194,8.808724754785406,9.193663162244485,535716000,8.840600490570068,7.9263808536529545,1.0,1.0
2020-06-17,9.204625129699707,9.2674108433434,9.039437684911618,9.082790811495686,408304000,8.862252616882325,7.976790256500244,1.0,1.0
2020-06-18,9.186685562133789,9.250966302054232,9.083536801290917,9.19565481298218,254408000,8.874814367294311,8.031507787704468,1.0,1.0
2020-06-19,9.229787826538086,9.41291375503679,9.195903884184563,9.211102283168469,524160000,8.899231243133546,8.08314263343811,1.0,1.0
2020-06-22,9.49438762664795,9.498872728106782,9.241748771132274,9.26840846511835,398468000,8.924376440048217,8.142061758041383,1.0,1.0
2020-06-23,9.41789722442627,9.609743396922207,9.375542057342088,9.518553950151457,375108000,8.96106276512146,8.196014375686646,1.0,1.0
2020-06-24,9.204129219055176,9.524038946174473,9.11343777249672,9.44406080156849,449372000,8.99664855003357,8.238668794631957,1.0,1.0
2020-06-25,9.45776081085205,9.472710195746563,9.151056534923903,9.323967190088798,376072000,9.046821069717407,8.287944841384888,1.0,1.0
2020-06-26,9.123902320861816,9.46773070194911,9.094004490030066,9.46773070194911,592084000,9.060950469970702,8.323640422821045,1.0,1.0
2020-06-29,9.16874885559082,9.173233957575357,8.869767718362187,9.138602013071738,342248000,9.080771350860596,8.361418361663818,1.0,1.0
2020-06-30,9.46548843383789,9.493891229986184,9.235024131253684,9.2823624416458,367892000,9.114482879638672,8.40775592803955,1.0,1.0
2020-07-01,9.497625350952148,9.543220549413103,9.381023184467141,9.488407085889033,326648000,9.152577972412109,8.463472461700439,1.0,1.0
2020-07-02,9.579597473144531,9.704421861503496,9.545712575907153,9.60625621550432,364056000,9.19472165107727,8.512540502548218,1.0,1.0
2020-07-06,9.805827140808105,9.875091029212872,9.679507699342986,9.708658485901832,315892000,9.240528106689453,8.567198991775513,1.0,1.0
2020-07-07,9.838216781616211,10.035793168745375,9.81728820722433,9.912463798097562,357800000,9.293684434890746,8.619726037979126,1.0,1.0
2020-07-08,10.181294441223145,10.190264642534341,9.931645698056236,9.959799470385146,365480000,9.351985645294189,8.675384035110474,1.0,1.0
2020-07-09,10.473299980163574,10.534092629423608,10.198735577365294,10.344987505440661,494548000,9.408904123306275,8.739731149673462,1.0,1.0
2020-07-10,10.443650245666504,10.619051987810868,10.34349155398756,10.552778188008505,497676000,9.492768144607544,8.799948930740356,1.0,1.0
2020-07-13,10.018101692199707,10.755587630848778,9.990943973478354,10.559008288759605,457076000,9.54856538772583,8.854733819961547,1.0,1.0
2020-07-14,10.341748237609863,10.367410922178168,9.752257335870901,10.040774113605373,542676000,9.608523416519166,8.920723390579223,1.0,1.0
2020-07-15,10.192506790161133,10.397557343822024,10.021589192844909,10.37887180037714,403984000,9.666264057159424,8.979489488601684,1.0,1.0
2020-07-16,10.100323677062988,10.172078651972994,9.861886201857047,9.980980432503275,344964000,9.711048984527588,9.035191640853881,1.0,1.0
2020-07-17,10.166845321655273,10.213685593661825,10.053482225991832,10.19076396064472,266284000,9.760056972503662,9.090207033157348,1.0,1.0
2020-07-20,10.475046157836914,10.495476704469157,10.122248558855627,10.239349730676677,284852000,9.822319889068604,9.147860040664673,1.0,1.0
2020-07-21,10.293416023254395,10.52413028927334,10.251807884962611,10.477289056517796,277036000,9.862271308898926,9.198080158233642,1.0,1.0
2020-07-22,10.403289794921875,10.56648323144531,10.256539828820165,10.332281869444877,367292000,9.911540937423705,9.24545726776123,1.0,1.0
2020-07-23,10.095338821411133,10.51117107626877,9.99717318149924,10.414500470016959,411660000,9.956101417541504,9.291915073394776,1.0,1.0
2020-07-24,10.159869194030762,10.329540792966707,9.743787900157928,9.841454567795491,473292000,9.991206836700439,9.340111761093139,1.0,1.0
2020-07-27,10.38609790802002,10.406278486784144,10.183039447519956,10.197490806259113,292132000,10.05431661605835,9.387842254638672,1.0,1.0
2020-07-28,10.18079662322998,10.346731094386874,10.17456842547589,10.33900786305012,271636000,10.104919004440308,9.422297229766846,1.0,1.0
2020-07-29,10.429947853088379,10.48052523133756,10.311850649072026,10.355451837217872,284508000,10.153141975402832,9.45656524658203,1.0,1.0
2020-07-30,10.5779447555542,10.586914007838889,10.260277163298035,10.339756314835071,308880000,10.207157945632934,9.492692489624023,1.0,1.0
2020-07-31,10.578692436218262,10.72992751603733,10.397559530166061,10.527367058329665,386080000,10.25711269378662,9.525557327270509,1.0,1.0
2020-08-03,10.972848892211914,11.061048285507654,10.678850914559442,10.696042378108977,412720000,10.315463781356812,9.570185298919677,1.0,1.0
2020-08-04,11.189608573913574,11.189608573913574,10.868951887154713,11.012462764883185,310336000,10.38303337097168,9.61414779663086,1.0,1.0
2020-08-05,11.248408317565918,11.333119607322317,11.128318048466182,11.205804134027222,249924000,10.436389064788818,9.665432548522949,1.0,1.0
2020-08-06,11.29699420928955,11.319417817066762,11.140776947021354,11.311195605780336,244316000,10.477573776245118,9.72152416229248,1.0,1.0
2020-08-07,11.161455154418945,11.465668381238801,11.000005768248506,11.274071207483068,342516000,10.51346402168274,9.775667057037353,1.0,1.0
2020-08-10,11.127071380615234,11.369494930465923,10.819619095924214,11.295746908671116,427796000,10.568912506103516,9.82138219833374,1.0,1.0
2020-08-11,10.813142776489258,11.098918523004569,10.759076349780809,11.036131858187444,354512000,10.592482233047486,9.862198429107666,1.0,1.0
2020-08-12,11.401387214660645,11.428045955610024,10.921024246348408,10.953414108119377,464412000,10.652926254272462,9.914401016235352,1.0,1.0
2020-08-13,11.404129028320312,11.681932558558554,11.317175651807057,11.50677883510985,374460000,10.718116521835327,9.96776912689209,1.0,1.0
2020-08-14,11.5247163772583,11.664988170804342,11.401636045031081,11.490831482358997,366436000,10.78601007461548,10.02352897644043,1.0,1.0
2020-08-17,12.295090675354004,12.367593632314799,11.777106641549244,11.810990587312567,621300000,10.877012300491334,10.09163682937622,1.0,1.0
2020-08-18,12.219099998474121,12.453551324655562,12.045193262326693,12.407707107828923,503448000,10.973296499252319,10.160517024993897,1.0,1.0
2020-08-19,12.09726619720459,12.273166002432632,12.056903135448286,12.254729469703312,622624000,11.057995319366455,10.222156944274902,1.0,1.0
2020-08-20,12.099757194519043,12.33296250907546,11.838398102854091,11.934321676834784,921388000,11.15821623802185,10.277453479766846,1.0,1.0
2020-08-21,12.640413284301758,12.765237661782223,12.153821184084608,12.160299346303887,999868000,11.2822434425354,10.35493434906006,1.0,1.0
2020-08-24,12.677041053771973,12.868638255826683,12.465013305133034,12.839985497737981,490564000,11.396790599822998,10.430432033538818,1.0,1.0
2020-08-25,12.706686973571777,12.717898299986915,12.531035256257917,12.587841781224544,289076000,11.523085117340088,10.50171401977539,1.0,1.0
2020-08-26,12.729609489440918,12.82478506539273,12.634682927368807,12.75577020332935,321244000,11.638068199157715,10.57555233001709,1.0,1.0
2020-08-27,12.58535385131836,12.80635085836099,12.523813196214713,12.73808302554578,317604000,11.738438653945924,10.643166904449464,1.0,1.0
2020-08-28,13.103089332580566,13.103338346512407,12.599555599788115,12.631945469189624,537160000,11.864658498764038,10.721494979858399,1.0,1.0
2020-08-31,13.329065322875977,13.528883733964262,12.993459276887542,13.137966198424918,500840000,11.982469320297241,10.803480529785157,1.0,1.0
2020-09-01,13.778170585632324,13.95038477629032,13.394861600029344,13.438226745846599,511316000,12.111897420883178,10.889156188964844,1.0,1.0
2020-09-02,14.302042007446289,14.681113627395069,13.856924891107246,14.658184187185185,874012000,12.264579105377198,10.986839084625244,1.0,1.0
2020-09-03,12.975168228149414,13.841474893223765,12.838841762272093,13.785897755272424,945128000,12.34848780632019,11.062259864807128,1.0,1.0
2020-09-04,12.583385467529297,13.134173137133722,11.668479059045653,12.744134944953624,1463684000,12.419584321975709,11.124772357940675,1.0,1.0
2020-09-08,11.87608528137207,12.511111492493251,11.667982363380093,11.698138224569675,795728000,12.457035017013549,11.179816017150879,1.0,1.0
2020-09-09,12.67559814453125,12.76955580314928,12.193845052662331,12.361573753095092,736200000,12.55015778541565,11.249953002929688,1.0,1.0
2020-09-10,12.273598670959473,13.024763704510125,12.129296630055405,12.94899900089753,698684000,12.59376835823059,11.30611520767212,1.0,1.0
2020-09-11,12.126806259155273,12.613294016291684,11.858888841112012,12.446811679539705,636928000,12.629902219772339,11.358698825836182,1.0,1.0
2020-09-14,12.832358360290527,13.273736250357643,12.592105997725609,13.040462164292796,1201744000,12.69528431892395,11.423754043579102,1.0,1.0
2020-09-15,12.950743675231934,13.257539768805044,12.787999584615463,13.23884768114521,727556000,12.728066968917847,11.486652374267578,1.0,1.0
2020-09-16,12.475719451904297,13.0521774893758,12.474972186731756,12.917097425451121,556384000,12.740897941589356,11.53940242767334,1.0,1.0
2020-09-17,12.42487907409668,12.550738126371295,11.997457614056756,12.0946553363349,792512000,12.75727858543396,11.58427412033081,1.0,1.0
2020-09-18,12.151476860046387,12.593352980887191,11.951598651235248,12.55472336706476,698460000,12.759864568710327,11.617837657928467,1.0,1.0
2020-09-21,12.478461265563965,12.483694973903694,11.867610018715604,11.88804667529522,721044000,12.751766967773438,11.658533878326416,1.0,1.0
2020-09-22,12.598587989807129,12.608806318519358,12.11783311712791,12.536032575534035,646452000,12.747844314575195,11.710143604278564,1.0,1.0
2020-09-23,12.086181640625,12.687562840432774,12.04182013447022,12.536531596615704,647012000,12.716819047927856,11.745032272338868,1.0,1.0
2020-09-24,12.309736251831055,12.530550274972123,11.97677159825077,12.034841522187119,731240000,12.695825386047364,11.787376861572266,1.0,1.0
2020-09-25,12.833856582641602,12.843576734436919,12.20780331992882,12.408927939676413,588016000,12.708250522613525,11.842047519683838,1.0,1.0
2020-09-28,12.994606018066406,13.011304446570705,12.710489349429492,12.999839726157738,573808000,12.702826356887817,11.89860273361206,1.0,1.0
2020-09-29,13.184765815734863,13.401093380463369,12.893172675497496,12.897409079611174,621460000,12.695611381530762,11.952797126770019,1.0,1.0
2020-09-30,13.48857307434082,13.580287998989844,13.109501388400432,13.116728755297382,689184000,12.681131505966187,12.016700267791748,1.0,1.0
2020-10-01,13.572312355041504,13.720102595299453,13.419038366812762,13.715368014007055,525004000,12.644645023345948,12.080080718994141,1.0,1.0
2020-10-02,13.021771430969238,13.477604097994039,13.010555799305992,13.184017327139697,552496000,12.646975183486939,12.138609371185304,1.0,1.0
2020-10-05,13.600223541259766,13.601968110625267,13.18177408047984,13.194983370269625,479820000,12.697817087173462,12.207416458129883,1.0,1.0
2020-10-06,13.69393253326416,14.098176363229637,13.622654275454853,13.787142928368265,784420000,12.788709449768067,12.273573150634766,1.0,1.0
2020-10-07,13.920729637145996,14.07549911308544,13.820540949044304,13.956369246859877,418084000,12.850966024398804,12.348371810913086,1.0,1.0
2020-10-08,13.795867919921875,14.040856843313673,13.71536862573111,14.031385778868184,378900000,12.927079486846925,12.415690212249755,1.0,1.0
2020-10-09,13.72010326385498,13.781413242421655,13.618420044533245,13.724340619246242,346892000,13.006744337081908,12.47853338241577,1.0,1.0
2020-10-12,14.181916236877441,14.3025415705262,13.869388259768023,13.946149317152287,434744000,13.074222230911255,12.550597858428954,1.0,1.0
2020-10-13,14.204094886779785,14.304034456862693,13.975306286500945,14.252195558476652,344604000,13.136889791488647,12.615222778320312,1.0,1.0
2020-10-14,14.0515718460083,14.298304361964878,13.916740866696482,14.246216365246953,276100000,13.215682411193848,12.672462043762208,1.0,1.0
2020-10-15,13.92671012878418,13.962348784110764,13.725086380494536,13.767953352964803,267224000,13.290773963928222,12.726028079986571,1.0,1.0
2020-10-16,13.768701553344727,14.077741366839037,13.749760375883875,13.993253808870179,242392000,13.37163519859314,12.775462226867676,1.0,1.0
2020-10-19,13.455923080444336,13.940167071941861,13.36520451854094,13.859916877432626,298068000,13.420508289337159,12.821351585388184,1.0,1.0
2020-10-20,13.603214263916016,13.756986404471803,13.4651432473735,13.54140612135768,229212000,13.470739603042603,12.870874443054198,1.0,1.0
2020-10-21,13.482839584350586,13.748763320474952,13.435736206877356,13.582779175429115,219596000,13.540572500228881,12.924268379211426,1.0,1.0
2020-10-22,13.319594383239746,13.569566899431383,13.190744403599018,13.480593872664583,290480000,13.591065406799316,12.962632522583007,1.0,1.0
2020-10-23,13.548134803771973,13.551125765582382,13.25006159631915,13.408319223122215,233484000,13.626779317855835,13.005512638092041,1.0,1.0
2020-10-26,13.100525856018066,13.650317116074088,12.998094445912937,13.385390724927863,336896000,13.632075309753418,13.037028827667235,1.0,1.0
2020-10-27,13.355236053466797,13.400345770075305,13.150621352779737,13.264766581144487,250520000,13.640598821640015,13.058231735229493,1.0,1.0
2020-10-28,12.587870597839355,13.218909394525857,12.569926727116144,13.157101249805214,376520000,13.595563697814942,13.065607147216797,1.0,1.0
2020-10-29,12.98363971710205,13.151866582703395,12.710488656298974,12.79871442390701,320080000,13.566130065917969,13.083334617614746,1.0,1.0
2020-10-30,12.495160102844238,12.896412039377154,12.261885015446573,12.810180868510429,416820000,13.53979949951172,13.09124267578125,1.0,1.0
2020-11-02,12.541765213012695,12.796971486220077,12.35659080784414,12.618526270619803,299652000,13.486876583099365,13.089269714355469,1.0,1.0
